name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Dion Harris,https://www.sports-reference.com/cbb/players/dion-harris-1.html,22,,,,University of Michigan,2003
Brandon Cotton,https://www.sports-reference.com/cbb/players/brandon-cotton-1.html,23,,,,University of Detroit Mercy,2003
Regis Koundjia,https://www.sports-reference.com/cbb/players/regis-koundjia-1.html,24,,,,George Washington University,2003
Mustafa Shakur,/players/s/shakumu01.html,25,,,,University of Arizona,2003
Ivan Harris,https://www.sports-reference.com/cbb/players/ivan-harris-1.html,26,,,,Ohio State University,2003
Ekene Ibekwe,https://www.sports-reference.com/cbb/players/ekene-ibekwe-1.html,27,,,,University of Maryland,2003
Rich McBride,https://www.sports-reference.com/cbb/players/rich-mcbride-1.html,28,,,,University of Illinois at Urbana-Champaign,2003
Chris Taft,/players/t/taftch01.html,29,2005,2,42,University of Pittsburgh,2003
Jackie Butler,/players/b/butleja01.html,30,,,,,2003
Demetris Nichols,/players/n/nichode01.html,31,2007,2,53,Syracuse University,2003
Aaron Brooks,/players/b/brookaa01.html,32,2007,1,26,University of Oregon,2003
Sean Banks,https://www.sports-reference.com/cbb/players/sean-banks-1.html,33,,,,University of Memphis,2003
Darryl Watkins,/players/w/watkida01.html,34,,,,Syracuse University,2003
Ayinde Ubaka,https://www.sports-reference.com/cbb/players/ayinde-ubaka-1.html,35,,,,University of California,2003
Rodrick Stewart,https://www.sports-reference.com/cbb/players/rodrick-stewart-1.html,36,,,,University of Kansas,2003
Tack Minor,https://www.sports-reference.com/cbb/players/tack-minor-1.html,37,,,,Louisiana State University,2003
Thomas Gardner,/players/g/gardnth01.html,38,,,,University of Missouri,2003
Gary Forbes,/players/f/forbega01.html,39,,,,University of Massachusetts Amherst,2003
Ronnie Brewer,/players/b/brewero02.html,39,2006,1,14,University of Arkansas,2003
Marcus Williams,/players/w/willima03.html,41,2006,1,22,University of Connecticut,2003
Terrence Roberts,https://www.sports-reference.com/cbb/players/terrence-roberts-1.html,42,,,,Syracuse University,2003
Chris Richard,/players/r/richach01.html,43,2007,2,41,University of Florida,2003
Martin Iti,https://www.sports-reference.com/cbb/players/martin-iti-1.html,44,,,,New Mexico State University,2003
Will Sheridan,https://www.sports-reference.com/cbb/players/will-sheridan-1.html,45,,,,Villanova University,2003
Mohamed Abukar,https://www.sports-reference.com/cbb/players/mohamed-abukar-1.html,46,,,,San Diego State University,2003
Brandon Jenkins,https://www.sports-reference.com/cbb/players/brandon-jenkins-1.html,47,,,,University of Louisville,2003
Shagari Alleyne,https://www.sports-reference.com/cbb/players/shagari-alleyne-1.html,48,,,,University of Kentucky,2003
Alexander Johnson,/players/j/johnsal01.html,49,2006,2,45,Florida State University,2003
Gary Ervin,https://www.sports-reference.com/cbb/players/gary-ervin-1.html,50,,,,Mississippi State University,2003
Drew Naymick,https://www.sports-reference.com/cbb/players/drew-naymick-1.html,51,,,,Michigan State University,2003
Courtney Sims,/players/s/simsco01.html,52,,,,University of Michigan,2003
Brian Randle,https://www.sports-reference.com/cbb/players/brian-randle-1.html,53,,,,University of Illinois at Urbana-Champaign,2003
Cartier Martin,/players/m/martica01.html,54,,,,Kansas State University,2003
Omar Wilkes,https://www.sports-reference.com/cbb/players/omar-wilkes-1.html,55,,,,University of California,2003
Lodrick Stewart,https://www.sports-reference.com/cbb/players/lodrick-stewart-1.html,56,,,,University of Southern California,2003
Brandon Foust,https://www.sports-reference.com/cbb/players/brandon-foust-1.html,57,,,,Southeast Missouri State University,2003
Corey Gibbs,https://www.sports-reference.com/cbb/players/corey-gibbs-1.html,58,,,,University of Georgia,2003
Major Wingate,https://www.sports-reference.com/cbb/players/major-wingate-1.html,59,,,,University of Tennessee,2003
Reyshawn Terry,https://www.sports-reference.com/cbb/players/reyshawn-terry-1.html,60,,,,University of North Carolina,2003
J.R. Reynolds,https://www.sports-reference.com/cbb/players/jr-reynolds-2.html,61,,,,University of Virginia,2003
Brent Petway,https://www.sports-reference.com/cbb/players/brent-petway-1.html,62,,,,University of Michigan,2003
Art Bowers,https://www.sports-reference.com/cbb/players/art-bowers-1.html,63,,,,University of Massachusetts Amherst,2003
Dorell Wright,/players/w/wrighdo01.html,64,2004,1,19,,2003
Mike Nardi,https://www.sports-reference.com/cbb/players/mike-nardi-1.html,65,,,,Villanova University,2003
Paul Millsap,/players/m/millspa01.html,66,2006,2,47,Louisiana Tech University,2003
Jeremy Ingram,https://www.sports-reference.com/cbb/players/jeremy-ingram-1.html,67,,,,East Carolina University,2003
Jermareo Davidson,/players/d/davidje01.html,68,2007,2,36,University of Alabama,2003
Guillermo Diaz,/players/d/diazgu01.html,68,2006,2,52,University of Miami,2003
Dwight Brewington,https://www.sports-reference.com/cbb/players/dwight-brewington-1.html,70,,,,Liberty University,2003
Dameon Mason,https://www.sports-reference.com/cbb/players/dameon-mason-1.html,71,,,,Louisiana State University,2003
Kenny Harris,https://www.sports-reference.com/cbb/players/kenny-harris-2.html,72,,,,Valparaiso University,2003
Wesley Green,https://www.sports-reference.com/cbb/players/wesley-green-1.html,73,,,,DePaul University,2003
Darian Townes,https://www.sports-reference.com/cbb/players/darian-townes-1.html,74,,,,University of Arkansas,2003
Lorrenzo Wade,https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html,75,,,,San Diego State University,2003
Dez Willingham,https://www.sports-reference.com/cbb/players/dez-willingham-1.html,76,,,,Southern Methodist University,2003
Hassan Fofana,https://www.sports-reference.com/cbb/players/hassan-fofana-1.html,77,,,,Loyola College in Maryland,2003
Marquise Kately,https://www.sports-reference.com/cbb/players/marquise-kately-1.html,78,,,,Morgan State University,2003
P.J. Tucker,/players/t/tuckepj01.html,79,2006,2,35,University of Texas at Austin,2003
Vincent Banks,,80,,,,,2003
Renaldo Balkman,/players/b/balkmre01.html,80,2006,1,20,University of South Carolina,2003
Wesley Washington,https://www.sports-reference.com/cbb/players/wesley-washington-1.html,82,,,,Oregon State University,2003
Tim Morris,https://www.sports-reference.com/cbb/players/tim-morris-1.html,83,,,,University of Washington,2003
Sammy Mejia,https://www.sports-reference.com/cbb/players/sammy-mejia-1.html,84,,,,DePaul University,2003
Lawrence McKenzie,https://www.sports-reference.com/cbb/players/lawrence-mckenzie-1.html,85,,,,University of Minnesota,2003
Matt Causey,https://www.sports-reference.com/cbb/players/matt-causey-1.html,86,,,,Georgia Institute of Technology,2003
Keith Wooden,https://www.sports-reference.com/cbb/players/keith-wooden-1.html,87,,,,University of North Texas,2003
Brandon Wallace,https://www.sports-reference.com/cbb/players/brandon-wallace-1.html,88,,,,University of South Carolina,2003
Omari Isreal,https://www.sports-reference.com/cbb/players/omari-isreal-1.html,89,,,,Loyola College in Maryland,2003
Gerald Brown,https://www.sports-reference.com/cbb/players/gerald-brown-1.html,90,,,,Providence College,2003
Ryan Appleby,https://www.sports-reference.com/cbb/players/ryan-appleby-1.html,90,,,,University of Washington,2003
Daon Merritt,https://www.sports-reference.com/cbb/players/daon-merritt-1.html,92,,,,University of South Alabama,2003
Devon Evertsen,https://www.sports-reference.com/cbb/players/devon-evertsen-1.html,93,,,,Boston College,2003
Will Blalock,/players/b/blalowi01.html,94,2006,2,60,Iowa State University,2003
Josh Boone,/players/b/boonejo01.html,95,2006,1,23,University of Connecticut,2003
Sylvester Mayes,https://www.sports-reference.com/cbb/players/sylvester-mayes-1.html,96,,,,Ohio State University,2003
Patrick Ewing,/players/e/ewingpa02.html,97,2008,2,43,Georgetown University,2003
Karron Clarke,https://www.sports-reference.com/cbb/players/karron-clarke-1.html,98,,,,DePaul University,2003
Shawn Taylor,https://www.sports-reference.com/cbb/players/shawn-taylor-1.html,99,,,,"California State University, Fresno",2003
Longar Longar,https://www.sports-reference.com/cbb/players/longar-longar-1.html,100,,,,University of Oklahoma,2003
Dwight Howard,/players/h/howardw01.html,1,2004,1,1,,2004
Shaun Livingston,/players/l/livinsh01.html,2,2004,1,4,,2004
Al Jefferson,/players/j/jeffeal01.html,3,2004,1,15,,2004
Josh Smith,/players/s/smithjo03.html,4,2004,1,17,,2004
Rudy Gay,/players/g/gayru01.html,5,2006,1,8,University of Connecticut,2004
Sebastian Telfair,/players/t/telfase01.html,6,2004,1,13,,2004
Marvin Williams,/players/w/willima02.html,7,2005,1,2,University of North Carolina,2004
Robert Swift,/players/s/swiftro01.html,8,2004,1,12,,2004
Malik Hairston,/players/h/hairsma01.html,9,2008,2,48,University of Oregon,2004
Randolph Morris,/players/m/morrira01.html,10,,,,University of Kentucky,2004
Glen Davis,/players/d/davisgl01.html,11,2007,2,35,Louisiana State University,2004
LaMarcus Aldridge,/players/a/aldrila01.html,12,2006,1,2,University of Texas at Austin,2004
D.J. White,/players/w/whitedj01.html,13,2008,1,29,Indiana University,2004
Joe Crawford,/players/c/crawfjo01.html,14,2008,2,58,University of Kentucky,2004
Darius Washington,/players/w/washida01.html,15,,,,University of Memphis,2004
Juan Palacios,https://www.sports-reference.com/cbb/players/juan-palacios-1.html,16,,,,University of Louisville,2004
Jawann McClellan,https://www.sports-reference.com/cbb/players/jawann-mcclellan-1.html,17,,,,University of Arizona,2004
DeMarcus Nelson,/players/n/nelsode01.html,18,,,,Duke University,2004
Daniel Gibson,/players/g/gibsoda01.html,19,2006,2,42,University of Texas at Austin,2004
Jordan Farmar,/players/f/farmajo01.html,20,2006,1,26,"University of California, Los Angeles",2004
Rajon Rondo,/players/r/rondora01.html,21,2006,1,21,University of Kentucky,2004
Mike Williams,https://www.sports-reference.com/cbb/players/mike-williams-5.html,22,,,,University of Cincinnati,2004
J.R. Smith,/players/s/smithjr01.html,23,2004,1,18,,2004
A.J. Price,/players/p/priceaj01.html,24,2009,2,52,University of Connecticut,2004
Corey Brewer,/players/b/breweco01.html,25,2007,1,7,University of Florida,2004
Arron Afflalo,/players/a/afflaar01.html,26,2007,1,27,"University of California, Los Angeles",2004
Jason Rich,https://www.sports-reference.com/cbb/players/jason-rich-1.html,27,,,,Florida State University,2004
Marquise Gray,https://www.sports-reference.com/cbb/players/marquise-gray-1.html,28,,,,Michigan State University,2004
Kyle Lowry,/players/l/lowryky01.html,29,2006,1,24,Villanova University,2004
Robert Vaden,https://www.sports-reference.com/cbb/players/robert-vaden-1.html,30,,,,University of Alabama at Birmingham,2004
Russell Robinson,https://www.sports-reference.com/cbb/players/russell-robinson-1.html,31,,,,University of Kansas,2004
Roy Bright,https://www.sports-reference.com/cbb/players/roy-bright-1.html,32,,,,Delaware State University,2004
Gabe Pruitt,/players/p/pruitga01.html,33,2007,2,32,University of Southern California,2004
Cedric Simmons,/players/s/simmoce01.html,34,2006,1,15,North Carolina State University,2004
Shawne Williams,/players/w/willish03.html,34,2006,1,17,University of Memphis,2004
Josh Wright,https://www.sports-reference.com/cbb/players/josh-wright-1.html,36,,,,Syracuse University,2004
Greg Stiemsma,/players/s/stiemgr01.html,37,,,,University of Wisconsin,2004
Ronald Steele,https://www.sports-reference.com/cbb/players/ronald-steele-1.html,38,,,,University of Alabama,2004
Bryce Taylor,https://www.sports-reference.com/cbb/players/bryce-taylor-1.html,39,,,,University of Oregon,2004
Brian Johnson,https://www.sports-reference.com/cbb/players/brian-johnson-3.html,40,,,,Mississippi State University,2004
Isaiah Swann,https://www.sports-reference.com/cbb/players/isaiah-swann-1.html,40,,,,Florida State University,2004
Dorell Wright,/players/w/wrighdo01.html,40,2004,1,19,,2004
Sasha Kaun,https://www.sports-reference.com/cbb/players/sasha-kaun-1.html,43,,,,University of Kansas,2004
Steven Hill,/players/h/hillst01.html,44,,,,University of Arkansas,2004
Jason Horton,https://www.sports-reference.com/cbb/players/jason-horton-1.html,45,,,,University of Missouri,2004
Sean Singletary,/players/s/singlse01.html,46,2008,2,42,University of Virginia,2004
Marshall Brown,https://www.sports-reference.com/cbb/players/marshall-brown-1.html,47,,,,University of Missouri,2004
Al Horford,/players/h/horfoal01.html,47,2007,1,3,University of Florida,2004
Dion Dowell,https://www.sports-reference.com/cbb/players/dion-dowell-1.html,49,,,,University of Houston,2004
James Gist,https://www.sports-reference.com/cbb/players/james-gist-1.html,49,,,,University of Maryland,2004
Ra'Sean Dickey,https://www.sports-reference.com/cbb/players/rasean-dickey-1.html,51,,,,Georgia Institute of Technology,2004
Justin Cerasoli,https://www.sports-reference.com/cbb/players/justin-cerasoli-1.html,51,,,,Loyola University of Chicago,2004
JamesOn Curry,/players/c/curryja01.html,53,2007,2,51,Oklahoma State University,2004
Drew Neitzel,https://www.sports-reference.com/cbb/players/drew-neitzel-1.html,54,,,,Michigan State University,2004
Quentin Thomas,https://www.sports-reference.com/cbb/players/quentin-thomas-1.html,55,,,,University of North Carolina,2004
Churchill Odia,https://www.sports-reference.com/cbb/players/churchill-odia-1.html,56,,,,University of Oregon,2004
Josh Shipp,https://www.sports-reference.com/cbb/players/josh-shipp-1.html,57,,,,"University of California, Los Angeles",2004
Charles Rhodes,https://www.sports-reference.com/cbb/players/charles-rhodes-1.html,58,,,,Mississippi State University,2004
Charles Thomas,https://www.sports-reference.com/cbb/players/charles-thomas-3.html,59,,,,University of Arkansas,2004
Andrew Brackman,https://www.sports-reference.com/cbb/players/andrew-brackman-1.html,60,,,,North Carolina State University,2004
Marquie Cooke,https://www.sports-reference.com/cbb/players/marquie-cooke-1.html,61,,,,Virginia Polytechnic Institute and State University,2004
Shan Foster,https://www.sports-reference.com/cbb/players/shan-foster-1.html,62,,,,Vanderbilt University,2004
Kalen Grimes,https://www.sports-reference.com/cbb/players/kalen-grimes-1.html,63,,,,University of Missouri,2004
Andray Blatche,/players/b/blatcan01.html,64,2005,2,49,,2004
Dayshawn Wright,https://www.sports-reference.com/cbb/players/dayshawn-wright-1.html,65,,,,Syracuse University,2004
Mohamed Tangara,https://www.sports-reference.com/cbb/players/mohamed-tangara-1.html,66,,,,University of Arizona,2004
Alex Galindo,https://www.sports-reference.com/cbb/players/alex-galindo-1.html,67,,,,Florida International University,2004
Darnell Jackson,/players/j/jacksda01.html,68,2008,2,52,University of Kansas,2004
C.J. Giles,https://www.sports-reference.com/cbb/players/cj-giles-1.html,69,,,,Oregon State University,2004
Jamar Butler,https://www.sports-reference.com/cbb/players/jamar-butler-1.html,70,,,,Ohio State University,2004
David McClure,https://www.sports-reference.com/cbb/players/david-mcclure-1.html,71,,,,Duke University,2004
Joakim Noah,/players/n/noahjo01.html,72,2007,1,9,University of Florida,2004
Lee Cummard,https://www.sports-reference.com/cbb/players/lee-cummard-1.html,73,,,,Brigham Young University,2004
Jeremis Smith,https://www.sports-reference.com/cbb/players/jeremis-smith-1.html,74,,,,Georgia Institute of Technology,2004
Josh Heytvelt,https://www.sports-reference.com/cbb/players/josh-heytvelt-1.html,74,,,,Gonzaga University,2004
A.J. Ratliff,https://www.sports-reference.com/cbb/players/aj-ratliff-1.html,76,,,,Indiana University,2004
Shaun Pruitt,https://www.sports-reference.com/cbb/players/shaun-pruitt-1.html,77,,,,University of Illinois at Urbana-Champaign,2004
Gavin Grant,https://www.sports-reference.com/cbb/players/gavin-grant-1.html,78,,,,North Carolina State University,2004
Albert Weber,https://www.sports-reference.com/cbb/players/albert-weber-1.html,79,,,,University of Alabama,2004
Keith Benjamin,https://www.sports-reference.com/cbb/players/keith-benjamin-1.html,81,,,,University of Pittsburgh,2004
DeSean White,https://www.sports-reference.com/cbb/players/desean-white-1.html,82,,,,Providence College,2004
Ron Coleman,https://www.sports-reference.com/cbb/players/ron-coleman-1.html,83,,,,University of Michigan,2004
Walter Sharpe,/players/s/sharpwa01.html,84,2008,2,32,University of Alabama at Birmingham,2004
Zam Fredrick,https://www.sports-reference.com/cbb/players/zam-fredrick-1.html,85,,,,University of South Carolina,2004
Devon Hardin,https://www.sports-reference.com/cbb/players/devon-hardin-1.html,86,,,,University of California,2004
Maarty Leunen,https://www.sports-reference.com/cbb/players/maarty-leunen-1.html,87,,,,University of Oregon,2004
David Pendergraft,https://www.sports-reference.com/cbb/players/david-pendergraft-1.html,88,,,,Gonzaga University,2004
Lorrenzo Wade,https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html,89,,,,San Diego State University,2004
Nick Young,/players/y/youngni01.html,89,2007,1,16,University of Southern California,2004
Anthony Morrow,/players/m/morroan01.html,91,,,,Georgia Institute of Technology,2004
DeAaron Williams,https://www.sports-reference.com/cbb/players/deaaron-williams-1.html,91,,,,University of Wisconsin,2004
James Hardy,https://www.sports-reference.com/cbb/players/james-hardy-2.html,93,,,,Indiana University,2004
Rahshon Clark,https://www.sports-reference.com/cbb/players/rahshon-clark-1.html,94,,,,Iowa State University,2004
Brian Laing,https://www.sports-reference.com/cbb/players/brian-laing-1.html,95,,,,Seton Hall University,2004
Sam Perry,https://www.sports-reference.com/cbb/players/sam-perry-1.html,96,,,,Clemson University,2004
Longar Longar,https://www.sports-reference.com/cbb/players/longar-longar-1.html,97,,,,University of Oklahoma,2004
Alex Thompson,https://www.sports-reference.com/cbb/players/alex-thompson-1.html,99,,,,Iowa State University,2004
Channing Toney,https://www.sports-reference.com/cbb/players/channing-toney-1.html,100,,,,University of Alabama at Birmingham,2004
Jackie Butler,/players/b/butleja01.html,100,,,,,2004
Toney Douglas,/players/d/douglto01.html,100,2009,1,29,Florida State University,2004
Josh McRoberts,/players/m/mcrobjo01.html,1,2007,2,37,Duke University,2005
Monta Ellis,/players/e/ellismo01.html,2,2005,2,40,,2005
Martell Webster,/players/w/webstma02.html,3,2005,1,6,,2005
Tyler Hansbrough,/players/h/hansbty01.html,4,2009,1,13,University of North Carolina,2005
Louis Williams,/players/w/willilo02.html,5,2005,2,45,,2005
Julian Wright,/players/w/wrighju01.html,6,2007,1,13,University of Kansas,2005
Richard Hendrix,https://www.sports-reference.com/cbb/players/richard-hendrix-1.html,7,,,,University of Alabama,2005
Tasmin Mitchell,https://www.sports-reference.com/cbb/players/tasmin-mitchell-1.html,8,,,,Louisiana State University,2005
Mario Chalmers,/players/c/chalmma01.html,8,2008,2,34,University of Kansas,2005
Andrew Bynum,/players/b/bynuman01.html,10,2005,1,10,,2005
Keith Brumbaugh,,11,,,,,2005
C.J. Miles,/players/m/milescj01.html,12,2005,2,34,,2005
Greg Paulus,https://www.sports-reference.com/cbb/players/greg-paulus-1.html,13,,,,Duke University,2005
Amir Johnson,/players/j/johnsam01.html,14,2005,2,56,,2005
Danny Green,/players/g/greenda02.html,15,2009,2,46,University of North Carolina,2005
Gerald Green,/players/g/greenge01.html,16,2005,1,18,,2005
Jon Brockman,/players/b/brockjo01.html,17,2009,2,38,University of Washington,2005
Andray Blatche,/players/b/blatcan01.html,18,2005,2,49,,2005
Brandon Costner,https://www.sports-reference.com/cbb/players/brandon-costner-1.html,19,,,,North Carolina State University,2005
Byron Eaton,https://www.sports-reference.com/cbb/players/byron-eaton-1.html,20,,,,Oklahoma State University,2005
Micah Downs,https://www.sports-reference.com/cbb/players/micah-downs-1.html,21,,,,Gonzaga University,2005
Eric Devendorf,https://www.sports-reference.com/cbb/players/eric-devendorf-1.html,22,,,,Syracuse University,2005
Brandon Rush,/players/r/rushbr01.html,23,2008,1,13,University of Kansas,2005
Korvotney Barber,https://www.sports-reference.com/cbb/players/korvotney-barber-1.html,24,,,,Auburn University,2005
Lewis Clinch,https://www.sports-reference.com/cbb/players/lewis-clinch-1.html,25,,,,Georgia Institute of Technology,2005
Jamont Gordon,https://www.sports-reference.com/cbb/players/jamont-gordon-1.html,26,,,,Mississippi State University,2005
Shawne Williams,/players/w/willish03.html,27,2006,1,17,University of Memphis,2005
Joe Krabbenhoft,https://www.sports-reference.com/cbb/players/joe-krabbenhoft-1.html,28,,,,University of Wisconsin,2005
Marcus Ginyard,https://www.sports-reference.com/cbb/players/marcus-ginyard-1.html,29,,,,University of North Carolina,2005
Marcus Williams,/players/w/willima04.html,30,2007,2,33,University of Arizona,2005
Bobby Frasor,https://www.sports-reference.com/cbb/players/bobby-frasor-1.html,31,,,,University of North Carolina,2005
J.P. Prince,https://www.sports-reference.com/cbb/players/jp-prince-1.html,32,,,,University of Tennessee,2005
Magnum Rolle,https://www.sports-reference.com/cbb/players/magnum-rolle-1.html,33,,,,Louisiana Tech University,2005
Luke Zeller,/players/z/zellelu01.html,34,,,,University of Notre Dame,2005
Courtney Fells,https://www.sports-reference.com/cbb/players/courtney-fells-1.html,35,,,,North Carolina State University,2005
Theo Davis,https://www.sports-reference.com/cbb/players/theo-davis-1.html,36,,,,,2005
Dominic James,https://www.sports-reference.com/cbb/players/dominic-james-1.html,36,,,,Marquette University,2005
Mike Mercer,https://www.sports-reference.com/cbb/players/mike-mercer-1.html,38,,,,University of South Florida,2005
Fendi Onobun,https://www.sports-reference.com/cbb/players/fendi-onobun-1.html,39,,,,University of Arizona,2005
Eric Boateng,https://www.sports-reference.com/cbb/players/eric-boateng-1.html,39,,,,Arizona State University,2005
Chris Douglas-Roberts,/players/d/douglch01.html,41,2008,2,40,University of Memphis,2005
Uche Echefu,https://www.sports-reference.com/cbb/players/uche-echefu-1.html,42,,,,Florida State University,2005
Tiki Mayben,https://www.sports-reference.com/cbb/players/tiki-mayben-1.html,43,,,,University of Massachusetts Amherst,2005
Terrence Williams,/players/w/willite01.html,44,2009,1,11,University of Louisville,2005
Roderick Flemings,https://www.sports-reference.com/cbb/players/roderick-flemings-1.html,45,,,,University of Hawaii,2005
Ryan Wright,https://www.sports-reference.com/cbb/players/ryan-wright-1.html,46,,,,University of Oklahoma,2005
Tyler Smith,https://www.sports-reference.com/cbb/players/tyler-smith-3.html,47,,,,University of Tennessee,2005
Vernon Goodridge,https://www.sports-reference.com/cbb/players/vernon-goodridge-1.html,48,,,,La Salle University,2005
Davon Jefferson,https://www.sports-reference.com/cbb/players/davon-jefferson-1.html,49,,,,University of Southern California,2005
Devan Downey,https://www.sports-reference.com/cbb/players/devan-downey-1.html,50,,,,University of South Carolina,2005
Marcus Johnson,https://www.sports-reference.com/cbb/players/marcus-johnson-2.html,51,,,,University of Southern California,2005
Alonzo Gee,/players/g/geeal01.html,52,,,,University of Alabama,2005
Martynas Pocius,https://www.sports-reference.com/cbb/players/martynas-pocius-1.html,53,,,,Duke University,2005
Jeff Adrien,/players/a/adrieje01.html,53,,,,University of Connecticut,2005
Kevin Rogers,https://www.sports-reference.com/cbb/players/kevin-rogers-1.html,55,,,,Baylor University,2005
Wilson Chandler,/players/c/chandwi01.html,56,2007,1,23,DePaul University,2005
Jerel McNeal,/players/m/mcneaje01.html,57,,,,Marquette University,2005
Shawn Taggart,https://www.sports-reference.com/cbb/players/shawn-taggart-1.html,58,,,,University of Memphis,2005
Sam Young,/players/y/youngsa01.html,58,2009,2,36,University of Pittsburgh,2005
Jamal Boykin,https://www.sports-reference.com/cbb/players/jamal-boykin-1.html,60,,,,University of California,2005
Wesley Matthews,/players/m/matthwe02.html,61,,,,Marquette University,2005
Bryan Harvey,https://www.sports-reference.com/cbb/players/bryan-harvey-1.html,62,,,,"California State University, Fresno",2005
Derwin Kitchen,https://www.sports-reference.com/cbb/players/derwin-kitchen-1.html,63,,,,Florida State University,2005
Reginald Delk,https://www.sports-reference.com/cbb/players/reginald-delk-1.html,64,,,,University of Louisville,2005
Wink Adams,https://www.sports-reference.com/cbb/players/wink-adams-1.html,65,,,,"University of Nevada, Las Vegas",2005
Antonio Anderson,/players/a/anderan02.html,66,,,,University of Memphis,2005
Terrel Harris,/players/h/harrite01.html,66,,,,Oklahoma State University,2005
Leo Lyons,https://www.sports-reference.com/cbb/players/leo-lyons-1.html,66,,,,University of Missouri,2005
Dior Lowhorn,https://www.sports-reference.com/cbb/players/dior-lowhorn-1.html,69,,,,University of San Francisco,2005
Brian Asbury,https://www.sports-reference.com/cbb/players/brian-asbury-1.html,70,,,,University of Miami,2005
Tyrell Biggs,https://www.sports-reference.com/cbb/players/tyrell-biggs-1.html,71,,,,University of Pittsburgh,2005
Tyree Evans,https://www.sports-reference.com/cbb/players/tyree-evans-1.html,72,,,,Kent State University,2005
David Weaver,https://www.sports-reference.com/cbb/players/david-weaver-1.html,73,,,,Wake Forest University,2005
Ricky Sanchez,,73,,,,,2005
Danny Williams,,75,,,,,2005
Andre McGee,https://www.sports-reference.com/cbb/players/andre-mcgee-1.html,76,,,,University of Louisville,2005
Kevin Swinton,https://www.sports-reference.com/cbb/players/kevin-swinton-1.html,76,,,,Wake Forest University,2005
Rashad Woods,https://www.sports-reference.com/cbb/players/rashad-woods-1.html,78,,,,Kent State University,2005
Alade Aminu,/players/a/aminual02.html,79,,,,Georgia Institute of Technology,2005
Casaan Breeden,https://www.sports-reference.com/cbb/players/casaan-breeden-1.html,80,,,,College of Charleston,2005
Alfred Aboya,https://www.sports-reference.com/cbb/players/alfred-aboya-1.html,81,,,,"University of California, Los Angeles",2005
Martellus Bennett,https://www.sports-reference.com/cbb/players/martellus-bennett-1.html,81,,,,Texas A&M University,2005
A.J. Abrams,https://www.sports-reference.com/cbb/players/aj-abrams-1.html,83,,,,University of Texas at Austin,2005
Jeremy Pargo,/players/p/pargoje01.html,84,,,,Gonzaga University,2005
Cyrus McGowan,https://www.sports-reference.com/cbb/players/cyrus-mcgowan-1.html,84,,,,University of Miami,2005
Gary Flowers,https://www.sports-reference.com/cbb/players/gary-flowers-1.html,86,,,,University of Southern Mississippi,2005
JR Inman,https://www.sports-reference.com/cbb/players/jr-inman-1.html,87,,,,Rutgers University,2005
Nate Minnoy,https://www.sports-reference.com/cbb/players/nate-minnoy-1.html,87,,,,Central Michigan University,2005
K.C. Rivers,https://www.sports-reference.com/cbb/players/kc-rivers-1.html,89,,,,Clemson University,2005
Terry Martin,https://www.sports-reference.com/cbb/players/terry-martin-1.html,90,,,,Louisiana State University,2005
Kenneth Cooper,https://www.sports-reference.com/cbb/players/kenny-cooper-1.html,91,,,,Louisiana Tech University,2005
Lawrence Hill,https://www.sports-reference.com/cbb/players/lawrence-hill-1.html,92,,,,Stanford University,2005
Adrian Thomas,https://www.sports-reference.com/cbb/players/adrian-thomas-1.html,93,,,,University of Miami,2005
Levance Fields,https://www.sports-reference.com/cbb/players/levance-fields-1.html,93,,,,University of Pittsburgh,2005
Denis Clemente,https://www.sports-reference.com/cbb/players/denis-clemente-1.html,95,,,,Kansas State University,2005
Austin Johnson,https://www.sports-reference.com/cbb/players/austin-johnson-2.html,96,,,,University of Oklahoma,2005
Ryan Ayers,https://www.sports-reference.com/cbb/players/ryan-ayers-1.html,97,,,,University of Notre Dame,2005
Darren Collison,/players/c/collida01.html,98,2009,1,21,"University of California, Los Angeles",2005
Kendric Price,https://www.sports-reference.com/cbb/players/kendric-price-1.html,99,,,,University of Michigan,2005
Jared Carter,https://www.sports-reference.com/cbb/players/jared-carter-1.html,99,,,,University of Kentucky,2005
Greg Oden,/players/o/odengr01.html,1,2007,1,1,Ohio State University,2006
Kevin Durant,/players/d/duranke01.html,2,2007,1,2,University of Texas at Austin,2006
Brandan Wright,/players/w/wrighbr03.html,3,2007,1,8,University of North Carolina,2006
Spencer Hawes,/players/h/hawessp01.html,4,2007,1,10,University of Washington,2006
Ty Lawson,/players/l/lawsoty01.html,5,2009,1,18,University of North Carolina,2006
Thaddeus Young,/players/y/youngth01.html,6,2007,1,12,Georgia Institute of Technology,2006
Chase Budinger,/players/b/budinch01.html,7,2009,2,44,University of Arizona,2006
Wayne Ellington,/players/e/ellinwa01.html,8,2009,1,28,University of North Carolina,2006
Brook Lopez,/players/l/lopezbr01.html,9,2008,1,10,Stanford University,2006
Gerald Henderson,/players/h/hendege02.html,10,2009,1,12,Duke University,2006
Darrell Arthur,/players/a/arthuda01.html,11,2008,1,27,University of Kansas,2006
Javaris Crittenton,/players/c/crittja01.html,12,2007,1,19,Georgia Institute of Technology,2006
Daequan Cook,/players/c/cookda02.html,13,2007,1,21,Ohio State University,2006
Sherron Collins,/players/c/collish01.html,14,,,,University of Kansas,2006
